Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
S24B27/023,Deborah,,Mugisha,Female,2002-02-02,Ugandan,Uganda,+256 799 519 716,deborah.mugisha@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.41,3.28; 3.24,32,50,5,"BOP0304, BOP0305, BOP0306",20,"Docker, Flutter","Time Management, Communication, Leadership",Mobile App Development,Web Development,"Photography, Reading",Kinesthetic,Online,Evening,Cybersecurity
S24B27/025,Mugisha,,Otim,Male,1998-03-05,Ugandan,Uganda,+256 740 303 936,mugisha.otim@students.ucu.ac.ug,Kumi District,Kumi,Central,00000,Uganda Christian University,3.47,3.33; 3.4,112,10,6,"BOP0306, BOP0307",12,"Docker, MongoDB","Problem-solving, Teamwork, Adaptability",Cybersecurity,Artificial Intelligence,"Traveling, Hiking",Kinesthetic,One-on-one,Morning,Data Science
S25B27/002,Vincent,,Kikomeko,Female,2001-07-20,Ugandan,Uganda,+256 713 537 286,vincent.kikomeko@students.ucu.ac.ug,Kakumiro District,Kakumiro,Central,00000,Uganda Christian University,3.02,3.0; 3.03,56,16,5,BOP0103,13,"Node.js, C++","Communication, Critical Thinking, Time Management",Mobile App Development,Cybersecurity,"Volunteering, Reading",Kinesthetic,Alone,Morning,Data Science
S25B27/004,Nambooze,,Wasswa,Female,2000-11-16,Ugandan,Uganda,+256 784 698 186,nambooze.wasswa@students.ucu.ac.ug,Butambala District,Butambala,Central,00000,Uganda Christian University,2.7,2.54; 2.56,97,44,7,nan,16,"Data Analysis, Machine Learning","Leadership, Problem-solving, Communication",Artificial Intelligence,Software Engineering,"Music, Traveling",Auditory,Small group,Afternoon,Data Science
S25B27/006,Esther,,Bamwine,Female,2000-01-12,Ugandan,Uganda,+256 752 496 743,esther.bamwine@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.24,3.42; 3.45,112,38,6,BOP0106,14,"Data Analysis, React","Communication, Critical Thinking, Leadership",Data Science,Software Engineering,"Photography, Music",Auditory,Alone,Late night,Cloud Computing
S25B27/008,Fred,,Adong,Male,2002-04-27,Ugandan,Uganda,+256 754 110 583,fred.adong@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,2.92,2.9; 3.15,47,26,5,"BOP0102, BOP0106",16,"Node.js, Docker","Teamwork, Problem-solving, Communication",Cybersecurity,Data Science,"Photography, Traveling",Reading/Writing,Online,Morning,Cloud Computing
S25B27/010,Noah,,Bbaale,Female,1999-12-28,Ugandan,Uganda,+256 744 905 666,noah.bbaale@students.ucu.ac.ug,Kyegegwa District,Kyegegwa,Central,00000,Uganda Christian University,2.65,2.45; 2.66,108,23,7,nan,16,"Git, AWS","Problem-solving, Teamwork, Adaptability",Web Development,Data Science,"Sports, Reading",Auditory,Online,Late night,Web Development
J24M25/003,Solomon,,Okello,Female,2002-09-07,Ugandan,Uganda,+256 799 212 268,solomon.okello@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.08,3.12; 3.31,32,59,7,nan,20,"MongoDB, SQL","Critical Thinking, Communication, Problem-solving",Artificial Intelligence,Artificial Intelligence,"Photography, Volunteering",Reading/Writing,Online,Evening,Cybersecurity
J24M25/007,Nabirye,,Tabaaro,Female,1998-08-05,Ugandan,Uganda,+256 775 387 660,nabirye.tabaaro@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.19,3.16; 2.95,64,40,4,MON0403,18,"Docker, Git","Critical Thinking, Problem-solving, Communication",Artificial Intelligence,Cybersecurity,"Cooking, Volunteering",Kinesthetic,Small group,Afternoon,Web Development
J24M25/010,Triza,,Amanya,Male,2004-02-13,Ugandan,Uganda,+256 757 678 876,triza.amanya@students.ucu.ac.ug,Kyenjojo District,Kyenjojo,Central,00000,Uganda Christian University,3.36,3.61; 3.31,102,28,6,"MON0402, MON0404, MON0405",15,"Flutter, Git","Teamwork, Problem-solving, Adaptability",Software Engineering,Artificial Intelligence,"Hiking, Gaming",Reading/Writing,Online,Afternoon,Software Engineering
J25M25/001,Jacob,,Ssekiziyivu,Female,1998-05-06,Ugandan,Uganda,+256 713 488 222,jacob.ssekiziyivu@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.4,3.32; 3.54,87,49,7,"MON0101, MON0102, MON0104",20,"AWS, Node.js","Time Management, Adaptability, Leadership",Web Development,Cloud Computing,"Music, Gaming",Reading/Writing,Alone,Evening,Mobile App Development
J25M25/003,Winnie,,Byaruhanga,Female,2002-05-14,Ugandan,Uganda,+256 724 340 332,winnie.byaruhanga@students.ucu.ac.ug,Hoima District,Hoima,Central,00000,Uganda Christian University,3.32,3.39; 3.06,71,40,5,MON0205,21,"JavaScript, React","Critical Thinking, Communication, Leadership",Artificial Intelligence,Mobile App Development,"Sports, Photography",Kinesthetic,Small group,Late night,Cybersecurity
J25M25/005,Gerald,,Namagombe,Male,2000-12-11,Ugandan,Uganda,+256 713 463 959,gerald.namagombe@students.ucu.ac.ug,Iganga District,Iganga,Central,00000,Uganda Christian University,2.88,2.61; 3.15,30,14,6,"MON0201, MON0204",20,"Node.js, AWS","Communication, Teamwork, Critical Thinking",Software Engineering,Cybersecurity,"Gaming, Photography",Visual,Small group,Late night,Cloud Computing
KJ24M25/002,Warren,,Kagimu,Male,2005-02-03,Ugandan,Uganda,+256 738 777 288,warren.kagimu@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,3.23,2.97; 3.42,30,51,6,MON0407,13,"React, MongoDB","Problem-solving, Critical Thinking, Time Management",Artificial Intelligence,Mobile App Development,"Music, Hiking",Kinesthetic,Alone,Evening,Artificial Intelligence
KJ24M25/006,Yusuf,,Martinez,Male,1999-07-23,Rwandan,Uganda,+256 736 837 887,yusuf.martinez@students.ucu.ac.ug,Kumi District,Kumi,Central,00000,Uganda Christian University,2.52,2.44; 2.49,89,19,7,"MON0402, MON0403, MON0407",16,"Flutter, React","Communication, Critical Thinking, Leadership",Software Engineering,Data Science,"Volunteering, Sports",Auditory,Alone,Late night,Artificial Intelligence
KM24M25/007,Solomon,,Nabukenya,Male,2003-04-25,Ugandan,Uganda,+256 769 773 997,solomon.nabukenya@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.95,2.71; 3.05,99,17,6,MON0404,21,"Node.js, MongoDB","Time Management, Critical Thinking, Communication",Data Science,Web Development,"Sports, Music",Visual,Online,Afternoon,Cloud Computing
KS24M25/003,Sheila,,Kasule,Female,2004-03-06,Ugandan,Uganda,+256 790 611 265,sheila.kasule@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.0,2.71; 2.82,104,17,5,nan,17,"Data Analysis, Node.js","Leadership, Adaptability, Problem-solving",Software Engineering,Cybersecurity,"Cooking, Volunteering",Visual,Online,Late night,Web Development
M24M25/001,Violet,,Namyalo,Female,2004-01-06,Ugandan,Uganda,+256 750 982 764,violet.namyalo@students.ucu.ac.ug,Jinja District,Jinja,Central,00000,Uganda Christian University,2.82,2.72; 2.93,48,50,7,"MON0406, MON0407",13,"JavaScript, Machine Learning","Critical Thinking, Teamwork, Leadership",Cybersecurity,Software Engineering,"Photography, Volunteering",Kinesthetic,Small group,Evening,Software Engineering
M24M25/003,Judy,,Nabweteme,Female,2004-03-21,Ugandan,Uganda,+256 720 508 911,judy.nabweteme@students.ucu.ac.ug,Kalangala District,Kalangala,Central,00000,Uganda Christian University,3.43,3.15; 3.17,67,50,5,nan,21,"React, SQL","Critical Thinking, Communication, Problem-solving",Artificial Intelligence,Web Development,"Reading, Traveling",Kinesthetic,One-on-one,Morning,Cybersecurity
M24M25/005,Deborah,,Lwanga,Male,2004-12-07,Ugandan,Uganda,+256 730 712 397,deborah.lwanga@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.61,2.83; 2.4,56,55,5,"MON0403, MON0407",15,"Docker, Node.js","Teamwork, Critical Thinking, Adaptability",Mobile App Development,Cloud Computing,"Cooking, Traveling",Reading/Writing,One-on-one,Afternoon,Data Science
M24M25/008,Namyalo,,Kabagenyi,Male,1999-05-13,Ugandan,Uganda,+256 754 887 906,namyalo.kabagenyi@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.88,3.14; 2.86,72,40,5,"MON0103, MON0104",17,"Docker, Node.js","Time Management, Problem-solving, Teamwork",Cybersecurity,Cybersecurity,"Reading, Sports",Visual,One-on-one,Afternoon,Web Development
M24M25/010,Namirembe,,Ssewava,Female,2002-12-28,Ugandan,Uganda,+256 741 780 151,namirembe.ssewava@students.ucu.ac.ug,Kyotera District,Kyotera,Central,00000,Uganda Christian University,3.72,3.67; 3.5,73,40,5,MON0404,20,"Docker, JavaScript","Communication, Adaptability, Teamwork",Software Engineering,Data Science,"Gaming, Traveling",Reading/Writing,Alone,Morning,Data Science
M24M25/012,Francis,,Byaruhanga,Female,2004-08-26,Ugandan,Uganda,+256 797 835 327,francis.byaruhanga@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.38,3.36; 3.08,58,11,6,"MON0401, MON0402, MON0403",14,"AWS, MongoDB","Critical Thinking, Time Management, Teamwork",Cybersecurity,Cybersecurity,"Gaming, Hiking",Visual,Small group,Late night,Artificial Intelligence
M25M25/002,Zaina,,Nafuna,Female,2003-01-18,Ugandan,Uganda,+256 799 444 821,zaina.nafuna@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.55,3.5; 3.74,65,37,5,MON0102,12,"C++, JavaScript","Adaptability, Communication, Problem-solving",Software Engineering,Mobile App Development,"Music, Sports",Kinesthetic,One-on-one,Evening,Software Engineering
M25M25/004,Tabitha,,Katusiime,Female,2002-10-09,Ugandan,Uganda,+256 789 201 633,tabitha.katusiime@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.24,3.5; 3.38,52,49,4,"MON0103, MON0105",13,"MongoDB, Flutter","Problem-solving, Teamwork, Communication",Cybersecurity,Artificial Intelligence,"Hiking, Reading",Auditory,Small group,Morning,Software Engineering
M25M25/006,Valerie,,Pereza,Female,2002-03-02,Ugandan,Uganda,+256 724 388 723,valerie.pereza@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.8,3.78; 3.55,46,49,7,MON0204,16,"Machine Learning, AWS","Adaptability, Teamwork, Problem-solving",Mobile App Development,Mobile App Development,"Volunteering, Reading",Auditory,Online,Late night,Software Engineering
M25M25/009,Charlotte,,Williams,Female,2000-02-19,Sudanese,Uganda,+256 713 921 717,charlotte.williams@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.68,3.38; 3.84,40,22,4,MON0204,13,"SQL, Java","Leadership, Time Management, Adaptability",Data Science,Mobile App Development,"Music, Traveling",Auditory,One-on-one,Late night,Cybersecurity
M25M25/011,Victor,,Oloya,Female,2002-09-22,Ugandan,Uganda,+256 793 563 708,victor.oloya@students.ucu.ac.ug,Mbarara District,Mbarara,Central,00000,Uganda Christian University,3.71,3.95; 3.74,106,33,4,"MON0204, MON0207",21,"Java, Data Analysis","Leadership, Time Management, Teamwork",Cybersecurity,Artificial Intelligence,"Traveling, Volunteering",Visual,Alone,Morning,Artificial Intelligence
S24M25/002,Moses,,Ouma,Male,2000-05-06,Ugandan,Uganda,+256 767 536 356,moses.ouma@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.81,3.04; 2.74,35,30,5,MON0201,20,"JavaScript, Python","Problem-solving, Time Management, Communication",Artificial Intelligence,Mobile App Development,"Reading, Traveling",Reading/Writing,Online,Morning,Artificial Intelligence
S24M25/005,Proscovia,,Lwanga,Male,2000-06-12,Ugandan,Uganda,+256 724 815 131,proscovia.lwanga@students.ucu.ac.ug,Fort Portal District,Fort Portal,Central,00000,Uganda Christian University,3.4,3.39; 3.44,66,35,7,"MON0204, MON0206, MON0207",14,"React, Docker","Communication, Problem-solving, Teamwork",Software Engineering,Data Science,"Gaming, Hiking",Visual,One-on-one,Evening,Data Science
S24M25/007,Namagembe,,Ouma,Male,2002-10-12,Ugandan,Uganda,+256 719 265 860,namagembe.ouma@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.45,3.69; 3.5,60,36,4,MON0303,16,"Java, Data Analysis","Communication, Teamwork, Leadership",Artificial Intelligence,Artificial Intelligence,"Hiking, Photography",Kinesthetic,Small group,Evening,Data Science
S24M25/009,Esther,,Ninsiima,Male,2004-01-12,Ugandan,Uganda,+256 773 640 311,esther.ninsiima@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.58,3.55; 3.59,87,46,6,"MON0302, MON0306",21,"JavaScript, Docker","Teamwork, Time Management, Communication",Cybersecurity,Cybersecurity,"Cooking, Reading",Auditory,Alone,Late night,Mobile App Development
S25M25/001,Henry,,Martinez,Male,2005-02-10,Kenyan,Uganda,+256 766 164 976,henry.martinez@students.ucu.ac.ug,Kakumiro District,Kakumiro,Central,00000,Uganda Christian University,3.38,3.66; 3.65,48,13,6,"MON0103, MON0104",18,"C++, Flutter","Time Management, Problem-solving, Adaptability",Software Engineering,Artificial Intelligence,"Photography, Hiking",Kinesthetic,Alone,Morning,Cybersecurity
S25M25/004,Alexander,,Hall,Male,2001-04-26,Nigerian,Uganda,+256 794 245 773,alexander.hall@students.ucu.ac.ug,Soroti District,Soroti,Central,00000,Uganda Christian University,3.5,3.55; 3.55,118,21,5,nan,20,"React, Node.js","Time Management, Problem-solving, Communication",Cloud Computing,Web Development,"Gaming, Photography",Auditory,Alone,Afternoon,Web Development
S25M25/006,Nakato,,Mugerwa,Male,2002-08-17,Ugandan,Uganda,+256 795 432 303,nakato.mugerwa@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,3.42,3.48; 3.32,116,32,4,MON0106,21,"React, AWS","Leadership, Time Management, Adaptability",Artificial Intelligence,Cybersecurity,"Gaming, Volunteering",Reading/Writing,Online,Morning,Software Engineering
J24M26/001,Zaituni,,Nsereko,Male,2000-06-08,Ugandan,Uganda,+256 749 651 564,zaituni.nsereko@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.03,2.87; 2.95,104,29,6,MOP0404,14,"React, JavaScript","Adaptability, Communication, Problem-solving",Artificial Intelligence,Cloud Computing,"Hiking, Volunteering",Auditory,One-on-one,Morning,Data Science
J24M26/003,Sylvia,,Kahinda,Male,1999-06-04,Ugandan,Uganda,+256 758 955 785,sylvia.kahinda@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,2.54,2.59; 2.63,82,52,6,"MOP0302, MOP0304, MOP0305",16,"MongoDB, C++","Adaptability, Critical Thinking, Leadership",Cloud Computing,Artificial Intelligence,"Volunteering, Traveling",Reading/Writing,One-on-one,Evening,Cybersecurity
J24M26/005,Abel,,Okello,Female,1999-11-03,Ugandan,Uganda,+256 727 510 529,abel.okello@students.ucu.ac.ug,Mityana District,Mityana,Central,00000,Uganda Christian University,3.46,3.67; 3.36,61,59,4,MOP0202,17,"Docker, AWS","Teamwork, Leadership, Critical Thinking",Web Development,Artificial Intelligence,"Gaming, Reading",Visual,Online,Evening,Mobile App Development
J24M26/009,Annet,,Isabirye,Male,2001-06-05,Ugandan,Uganda,+256 734 172 788,annet.isabirye@students.ucu.ac.ug,Kakumiro District,Kakumiro,Central,00000,Uganda Christian University,3.92,3.87; 3.9,84,50,4,"MOP0404, MOP0405",14,"Flutter, Data Analysis","Time Management, Teamwork, Critical Thinking",Software Engineering,Artificial Intelligence,"Sports, Photography",Auditory,Small group,Morning,Data Science
J24M26/012,Diana,,Kasule,Male,2005-04-21,Ugandan,Uganda,+256 760 383 676,diana.kasule@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,3.28,3.14; 3.53,114,12,6,MOP0403,16,"C++, Machine Learning","Communication, Time Management, Problem-solving",Web Development,Artificial Intelligence,"Reading, Hiking",Kinesthetic,One-on-one,Morning,Cybersecurity
J25M26/002,Namyalo,,Katusiime,Female,2001-02-12,Ugandan,Uganda,+256 727 463 115,namyalo.katusiime@students.ucu.ac.ug,Mukono District,Mukono,Central,00000,Uganda Christian University,4.0,4.2; 3.88,118,23,6,MOP0106,16,"AWS, Python","Teamwork, Communication, Time Management",Data Science,Software Engineering,"Gaming, Hiking",Auditory,Alone,Morning,Web Development
J25M26/004,Naava,,Otim,Female,2005-10-09,Ugandan,Uganda,+256 726 110 923,naava.otim@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,3.58,3.42; 3.8,60,46,7,MOP0203,15,"Docker, Node.js","Adaptability, Time Management, Problem-solving",Mobile App Development,Web Development,"Traveling, Cooking",Auditory,Small group,Late night,Cybersecurity
KJ24M26/007,Anena,,Barasa,Male,2003-01-16,Ugandan,Uganda,+256 768 547 162,anena.barasa@students.ucu.ac.ug,Kibale District,Kibale,Central,00000,Uganda Christian University,2.67,2.43; 2.48,65,25,4,MOP0202,16,"Machine Learning, Flutter","Critical Thinking, Adaptability, Teamwork",Cybersecurity,Mobile App Development,"Reading, Gaming",Auditory,One-on-one,Morning,Mobile App Development
KM24M26/006,Kevin,,Abigaba,Female,1999-12-10,Ugandan,Uganda,+256 744 808 292,kevin.abigaba@students.ucu.ac.ug,Kamuli District,Kamuli,Central,00000,Uganda Christian University,3.6,3.48; 3.71,109,10,6,"MOP0403, MOP0404, MOP0406",16,"React, Java","Adaptability, Critical Thinking, Problem-solving",Software Engineering,Data Science,"Hiking, Volunteering",Visual,One-on-one,Afternoon,Cybersecurity
KM24M26/008,Namara,,Nabaggala,Male,2001-08-13,Ugandan,Uganda,+256 756 588 488,namara.nabaggala@students.ucu.ac.ug,Wakiso District,Wakiso,Central,00000,Uganda Christian University,2.88,2.59; 2.77,90,52,4,"MOP0303, MOP0305",13,"Machine Learning, Java","Teamwork, Time Management, Communication",Data Science,Software Engineering,"Sports, Hiking",Visual,Online,Morning,Software Engineering
KS24M26/001,Ritah,,Nakiganda,Female,2001-07-15,Ugandan,Uganda,+256 750 731 595,ritah.nakiganda@students.ucu.ac.ug,Kampala District,Kampala,Central,00000,Uganda Christian University,2.55,2.35; 2.32,107,13,5,MOP0303,14,"React, AWS","Adaptability, Problem-solving, Leadership",Data Science,Web Development,"Sports, Volunteering",Visual,Alone,Morning,Cybersecurity
M24M26/002,Akena,,Mitala,Female,2005-01-08,Ugandan,Uganda,+256 735 738 440,akena.mitala@students.ucu.ac.ug,Soroti District,Soroti,Central,00000,Uganda Christian University,2.92,2.78; 2.82,92,60,6,"MOP0305, MOP0307",18,"Docker, Flutter","Adaptability, Problem-solving, Communication",Mobile App Development,Data Science,"Traveling, Sports",Visual,Alone,Evening,Data Science
M24M26/004,Nakato,,Kayemba,Male,1999-06-11,Ugandan,Uganda,+256 790 918 826,nakato.kayemba@students.ucu.ac.ug,Bukomansimbi District,Bukomansimbi,Central,00000,Uganda Christian University,3.83,3.69; 4.03,35,58,5,MOP0402,19,"MongoDB, AWS","Teamwork, Time Management, Leadership",Mobile App Development,Mobile App Development,"Music, Cooking",Reading/Writing,Online,Afternoon,Cloud Computing
M24M26/009,Juliet,,Kiyingi,Female,2002-05-26,Ugandan,Uganda,+256 722 786 298,juliet.kiyingi@students.ucu.ac.ug,Masaka District,Masaka,Central,00000,Uganda Christian University,3.15,2.88; 3.43,81,29,7,MOP0403,19,"AWS, Git","Adaptability, Problem-solving, Leadership",Cloud Computing,Cybersecurity,"Music, Photography",Auditory,Small group,Evening,Cybersecurity
